Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","2","Afghanistan","674","Protein supply quantity (g/capita/day)","2517","Millet and products","2018","2018","g/capita/day","0.06","Fc","Calculated data"
"FBS","New Food Balances","2","Afghanistan","684","Fat supply quantity (g/capita/day)","2517","Millet and products","2018","2018","g/capita/day","0.02","Fc","Calculated data"
"FBS","New Food Balances","2","Afghanistan","5911","Export Quantity","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5301","Domestic supply quantity","2518","Sorghum and products","2018","2018","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","2","Afghanistan","5131","Processing","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5170","Residuals","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5611","Import Quantity","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5911","Export Quantity","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5301","Domestic supply quantity","2520","Cereals, Other","2018","2018","1000 tonnes","0","S","Standardized data"
"FBS","New Food Balances","2","Afghanistan","5521","Feed","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5131","Processing","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5170","Residuals","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","5142","Food","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","2","Afghanistan","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2018","2018","kg","0","Fc","Calculated data"
"FBS","New Food Balances","2","Afghanistan","664","Food supply (kcal/capita/day)","2520","Cereals, Other","2018","2018","kcal/capita/day","0","Fc","Calculated data"
"FBS","New Food Balances","2","Afghanistan","674","Protein supply quantity (g/capita/day)","2520","Cereals, Other","2018","2018","g/capita/day","0.01","Fc","Calculated data"
"FBS","New Food Balances","2","Afghanistan","684","Fat supply quantity (g/capita/day)","2520","Cereals, Other","2018","2018","g/capita/day","0","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","240","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5611","Import Quantity","2511","Wheat and products","2018","2018","1000 tonnes","267","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5072","Stock Variation","2511","Wheat and products","2018","2018","1000 tonnes","-90","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5911","Export Quantity","2511","Wheat and products","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5301","Domestic supply quantity","2511","Wheat and products","2018","2018","1000 tonnes","595","S","Standardized data"
"FBS","New Food Balances","3","Albania","5521","Feed","2511","Wheat and products","2018","2018","1000 tonnes","21","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5527","Seed","2511","Wheat and products","2018","2018","1000 tonnes","15","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5123","Losses","2511","Wheat and products","2018","2018","1000 tonnes","27","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5131","Processing","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5154","Other uses (non-food)","2511","Wheat and products","2018","2018","1000 tonnes","144","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5170","Residuals","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5142","Food","2511","Wheat and products","2018","2018","1000 tonnes","389","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","645","Food supply quantity (kg/capita/yr)","2511","Wheat and products","2018","2018","kg","134.78","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","664","Food supply (kcal/capita/day)","2511","Wheat and products","2018","2018","kcal/capita/day","1036","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","674","Protein supply quantity (g/capita/day)","2511","Wheat and products","2018","2018","g/capita/day","32.96","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","684","Fat supply quantity (g/capita/day)","2511","Wheat and products","2018","2018","g/capita/day","5.81","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5611","Import Quantity","2805","Rice and products","2018","2018","1000 tonnes","38","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5072","Stock Variation","2805","Rice and products","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5911","Export Quantity","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5301","Domestic supply quantity","2805","Rice and products","2018","2018","1000 tonnes","37","S","Standardized data"
"FBS","New Food Balances","3","Albania","5170","Residuals","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5142","Food","2805","Rice and products","2018","2018","1000 tonnes","37","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","645","Food supply quantity (kg/capita/yr)","2805","Rice and products","2018","2018","kg","12.7","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","664","Food supply (kcal/capita/day)","2805","Rice and products","2018","2018","kcal/capita/day","70","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","674","Protein supply quantity (g/capita/day)","2805","Rice and products","2018","2018","g/capita/day","1.37","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","684","Fat supply quantity (g/capita/day)","2805","Rice and products","2018","2018","g/capita/day","0.12","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5611","Import Quantity","2513","Barley and products","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5072","Stock Variation","2513","Barley and products","2018","2018","1000 tonnes","-3","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5301","Domestic supply quantity","2513","Barley and products","2018","2018","1000 tonnes","20","S","Standardized data"
"FBS","New Food Balances","3","Albania","5521","Feed","2513","Barley and products","2018","2018","1000 tonnes","9","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5527","Seed","2513","Barley and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5123","Losses","2513","Barley and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5131","Processing","2513","Barley and products","2018","2018","1000 tonnes","9","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5154","Other uses (non-food)","2513","Barley and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5170","Residuals","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5142","Food","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","645","Food supply quantity (kg/capita/yr)","2513","Barley and products","2018","2018","kg","0.14","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","664","Food supply (kcal/capita/day)","2513","Barley and products","2018","2018","kcal/capita/day","1","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","674","Protein supply quantity (g/capita/day)","2513","Barley and products","2018","2018","g/capita/day","0.03","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","684","Fat supply quantity (g/capita/day)","2513","Barley and products","2018","2018","g/capita/day","0","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","391","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5611","Import Quantity","2514","Maize and products","2018","2018","1000 tonnes","85","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5072","Stock Variation","2514","Maize and products","2018","2018","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5301","Domestic supply quantity","2514","Maize and products","2018","2018","1000 tonnes","472","S","Standardized data"
"FBS","New Food Balances","3","Albania","5521","Feed","2514","Maize and products","2018","2018","1000 tonnes","414","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5527","Seed","2514","Maize and products","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5123","Losses","2514","Maize and products","2018","2018","1000 tonnes","44","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5131","Processing","2514","Maize and products","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5154","Other uses (non-food)","2514","Maize and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5170","Residuals","2514","Maize and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5142","Food","2514","Maize and products","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","645","Food supply quantity (kg/capita/yr)","2514","Maize and products","2018","2018","kg","2.3","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","664","Food supply (kcal/capita/day)","2514","Maize and products","2018","2018","kcal/capita/day","17","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","674","Protein supply quantity (g/capita/day)","2514","Maize and products","2018","2018","g/capita/day","0.4","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","684","Fat supply quantity (g/capita/day)","2514","Maize and products","2018","2018","g/capita/day","0.06","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5611","Import Quantity","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5072","Stock Variation","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5301","Domestic supply quantity","2515","Rye and products","2018","2018","1000 tonnes","2","S","Standardized data"
"FBS","New Food Balances","3","Albania","5521","Feed","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5527","Seed","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5123","Losses","2515","Rye and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5170","Residuals","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5142","Food","2515","Rye and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2018","2018","kg","0.49","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","664","Food supply (kcal/capita/day)","2515","Rye and products","2018","2018","kcal/capita/day","4","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","674","Protein supply quantity (g/capita/day)","2515","Rye and products","2018","2018","g/capita/day","0.09","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","684","Fat supply quantity (g/capita/day)","2515","Rye and products","2018","2018","g/capita/day","0.01","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","5511","Production","2516","Oats","2018","2018","1000 tonnes","35","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5611","Import Quantity","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5072","Stock Variation","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5301","Domestic supply quantity","2516","Oats","2018","2018","1000 tonnes","35","S","Standardized data"
"FBS","New Food Balances","3","Albania","5521","Feed","2516","Oats","2018","2018","1000 tonnes","31","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5527","Seed","2516","Oats","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5123","Losses","2516","Oats","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5170","Residuals","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","5142","Food","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","3","Albania","645","Food supply quantity (kg/capita/yr)","2516","Oats","2018","2018","kg","0.03","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","664","Food supply (kcal/capita/day)","2516","Oats","2018","2018","kcal/capita/day","0","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","674","Protein supply quantity (g/capita/day)","2516","Oats","2018","2018","g/capita/day","0.01","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","684","Fat supply quantity (g/capita/day)","2516","Oats","2018","2018","g/capita/day","0","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
