Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","294","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","987","Wool, greasy","2018","2018","7021","Annual value","USD","466.1","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","1844","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","214.4","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","414","Beans, green","2018","2018","7021","Annual value","USD","1226.5","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","428.8","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","377.4","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","514.6","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2018","2018","7021","Annual value","USD","643.3","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","577","Dates","2018","2018","7021","Annual value","USD","3370.7","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1715.4","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","406","Garlic","2018","2018","7021","Annual value","USD","2487.3","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","1543.8","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","497","Lemons and limes","2018","2018","7021","Annual value","USD","1466.6","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","531.8","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2018","2018","7021","Annual value","USD","566.1","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","411.7","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","137.2","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","265.9","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2018","2018","7021","Annual value","USD","291.6","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","1080.7","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","1561","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","7021","Annual value","USD","754.8","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","377.4","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","609","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","7021","Annual value","USD","1260.8","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","531.8","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2018","2018","7021","Annual value","USD","488.9","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","567","Watermelons","2018","2018","7021","Annual value","USD","300.2","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","386","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","999.2","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","671","Maté","2018","2018","7021","Annual value","USD","249.9","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","254.1","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","667","Tea","2018","2018","7021","Annual value","USD","58.7","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2018","2018","7021","Annual value","USD","2078.7","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","987","Wool, greasy","2018","2018","7021","Annual value","USD","5900","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","398.8","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","526","Apricots","2018","2018","7021","Annual value","USD","659.1","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","226.8","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","176","Beans, dry","2018","2018","7021","Annual value","USD","2355.9","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","176","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","327","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","531","Cherries","2018","2018","7021","Annual value","USD","889.5","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2018","2018","7021","Annual value","USD","436.4","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","365","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","550","Currants","2018","2018","7021","Annual value","USD","1608.1","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","246.7","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2291.4","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","1091","Eggs, other bird, in shell","2018","2018","7021","Annual value","USD","2291.4","Fc","Calculated data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","569","Figs","2018","2018","7021","Annual value","USD","656.6","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","541","Fruit, stone nes","2018","2018","7021","Annual value","USD","5925","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","406","Garlic","2018","2018","7021","Annual value","USD","1740.3","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","383.2","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","1182","Honey, natural","2018","2018","7021","Annual value","USD","7188.3","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","234.7","Fc","Calculated data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","315.6","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","280.5","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2018","2018","7021","Annual value","USD","1788.8","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2018","2018","7021","Annual value","USD","549","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","669.7","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","536","Plums and sloes","2018","2018","7021","Annual value","USD","344.4","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","244.8","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","523","Quinces","2018","2018","7021","Annual value","USD","695.7","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","414.1","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","544","Strawberries","2018","2018","7021","Annual value","USD","1355.5","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2018","2018","7021","Annual value","USD","169.8","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","334.8","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","205","Vetches","2018","2018","7021","Annual value","USD","621.1","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","222","Walnuts, with shell","2018","2018","7021","Annual value","USD","2351.6","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","567","Watermelons","2018","2018","7021","Annual value","USD","211","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","234.7","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","987","Wool, greasy","2018","2018","7021","Annual value","USD","1232.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2018","2018","7021","Annual value","USD","4753.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","1366.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","526","Apricots","2018","2018","7021","Annual value","USD","1210.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","572","Avocados","2018","2018","7021","Annual value","USD","4762.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","974.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","183.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","414","Beans, green","2018","2018","7021","Annual value","USD","3150.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","567.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","634.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","704.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","531","Cherries","2018","2018","7021","Annual value","USD","8144.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","191","Chick peas","2018","2018","7021","Annual value","USD","346.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2390.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","627.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2018","2018","7021","Annual value","USD","993","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","1016.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","251.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","446","Maize, green","2018","2018","7021","Annual value","USD","1002.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2018","2018","7021","Annual value","USD","1964.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2018","2018","7021","Annual value","USD","561.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2018","2018","7021","Annual value","USD","5520","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","234","Nuts nes","2018","2018","7021","Annual value","USD","4183.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","165.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","260","Olives","2018","2018","7021","Annual value","USD","772.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","587.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","939.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2018","2018","7021","Annual value","USD","1692.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","658.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","7021","Annual value","USD","762.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","574","Pineapples","2018","2018","7021","Annual value","USD","547.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","381.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","561.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","270","Rapeseed","2018","2018","7021","Annual value","USD","402.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","289.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","232.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","544","Strawberries","2018","2018","7021","Annual value","USD","4538.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","156","Sugar cane","2018","2018","7021","Annual value","USD","29.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","7021","Annual value","USD","1604.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","1075.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","175.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","203.2","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","707.4","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","526","Apricots","2018","2018","7021","Annual value","USD","4702.4","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","367","Asparagus","2018","2018","7021","Annual value","USD","7494.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","161.8","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","176","Beans, dry","2018","2018","7021","Annual value","USD","5451.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","414","Beans, green","2018","2018","7021","Annual value","USD","1351","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","311.8","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","477.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","572.7","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","531","Cherries","2018","2018","7021","Annual value","USD","5021.3","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","530","Cherries, sour","2018","2018","7021","Annual value","USD","4414.3","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2018","2018","7021","Annual value","USD","1365.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","655.4","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","550","Currants","2018","2018","7021","Annual value","USD","3349.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","1415.9","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2771.6","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","406","Garlic","2018","2018","7021","Annual value","USD","4285.5","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","314.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","1182","Honey, natural","2018","2018","7021","Annual value","USD","8738.8","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","677","Hops","2018","2018","7021","Annual value","USD","9435.5","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2018","2018","7021","Annual value","USD","1327.4","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","799.5","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","165.3","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","477.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2018","2018","7021","Annual value","USD","968.4","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","982","Milk, whole fresh sheep","2018","2018","7021","Annual value","USD","1393.5","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2018","2018","7021","Annual value","USD","2952.3","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","165.3","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","339","Oilseeds nes","2018","2018","7021","Annual value","USD","2949.9","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","297.6","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2018","2018","7021","Annual value","USD","1767.8","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","1399.4","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","187","Peas, dry","2018","2018","7021","Annual value","USD","179.5","","Official data"
