Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","1","Armenia","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","9","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","20941","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","635","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","9254","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","387","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","31","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2516","Oats","2018","2018","1000 tonnes","1228","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","36","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","1257","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","10","Australia","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","123","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","1371","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","695","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","2130","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","177","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2516","Oats","2018","2018","1000 tonnes","75","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","28","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","11","Austria","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","335","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","1992","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","12","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","916","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","248","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2516","Oats","2018","2018","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","52","Azerbaijan","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","12","Bahamas","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","12","Bahamas","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","1099","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","54416","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","3288","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","16","Bangladesh","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","14","Barbados","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","14","Barbados","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","14","Barbados","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","57","Belarus","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","1815","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","57","Belarus","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","944","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","57","Belarus","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","1138","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","57","Belarus","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","503","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","57","Belarus","5511","Production","2516","Oats","2018","2018","1000 tonnes","342","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","57","Belarus","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","20","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","57","Belarus","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","1053","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","255","Belgium","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","1652","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","255","Belgium","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","255","Belgium","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","320","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","255","Belgium","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","443","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","255","Belgium","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","255","Belgium","5511","Production","2516","Oats","2018","2018","1000 tonnes","18","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","255","Belgium","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","150","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","23","Belize","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","23","Belize","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","23","Belize","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","78","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","23","Belize","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","8","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","23","Belize","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","53","Benin","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","53","Benin","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","459","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","53","Benin","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","1510","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","53","Benin","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","26","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","53","Benin","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","319","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","53","Benin","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","6","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","302","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","541","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","47","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","1261","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2516","Oats","2018","2018","1000 tonnes","22","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","1023","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","72","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","80","Bosnia and Herzegovina","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","296","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","80","Bosnia and Herzegovina","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","80","Bosnia and Herzegovina","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","79","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","80","Bosnia and Herzegovina","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","1272","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","80","Bosnia and Herzegovina","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","80","Bosnia and Herzegovina","5511","Production","2516","Oats","2018","2018","1000 tonnes","27","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","80","Bosnia and Herzegovina","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","59","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","20","Botswana","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","20","Botswana","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","20","Botswana","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","20","Botswana","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","20","Botswana","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","18","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","20","Botswana","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","5422","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","11749","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","330","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","82288","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","8","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2516","Oats","2018","2018","1000 tonnes","898","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","2273","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","21","Brazil","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","110","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","5834","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","63","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","438","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","3478","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","14","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2516","Oats","2018","2018","1000 tonnes","24","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","36","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","27","Bulgaria","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","165","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","161","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","1700","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","1189","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","1930","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","233","Burkina Faso","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","35","Cabo Verde","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","35","Cabo Verde","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","35","Cabo Verde","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","10647","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","604","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","115","Cambodia","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","300","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","2345","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","104","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","1200","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","32","Cameroon","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","33","Canada","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","32216","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","33","Canada","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","33","Canada","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","8380","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","33","Canada","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","13885","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","33","Canada","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","236","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","33","Canada","5511","Production","2516","Oats","2018","2018","1000 tonnes","3436","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","33","Canada","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","438","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2805","Rice and products","2018","2018","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","90","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","30","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","37","Central African Republic","5511","Production","2520","Cereals, Other","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","39","Chad","5511","Production","2511","Wheat and products","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
