Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EL","Land use indicators","4","Algeria","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","2.45","Fc","Calculated data"
"EL","Land use indicators","4","Algeria","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","20.59","Fc","Calculated data"
"EL","Land use indicators","4","Algeria","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","79.41","Fc","Calculated data"
"EL","Land use indicators","4","Algeria","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","3.29","Fc","Calculated data"
"EL","Land use indicators","4","Algeria","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0","Fc","Calculated data"
"EL","Land use indicators","5","American Samoa","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","61.22","Fc","Calculated data"
"EL","Land use indicators","5","American Samoa","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","38.78","Fc","Calculated data"
"EL","Land use indicators","5","American Samoa","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","100","Fc","Calculated data"
"EL","Land use indicators","6","Andorra","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","4.41","Fc","Calculated data"
"EL","Land use indicators","6","Andorra","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","4.41","Fc","Calculated data"
"EL","Land use indicators","6","Andorra","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","95.59","Fc","Calculated data"
"EL","Land use indicators","6","Andorra","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","1.06","Fc","Calculated data"
"EL","Land use indicators","6","Andorra","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.01","Fc","Calculated data"
"EL","Land use indicators","7","Angola","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","8.6","Fc","Calculated data"
"EL","Land use indicators","7","Angola","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","0.55","Fc","Calculated data"
"EL","Land use indicators","7","Angola","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","9.16","Fc","Calculated data"
"EL","Land use indicators","7","Angola","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","90.84","Fc","Calculated data"
"EL","Land use indicators","7","Angola","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.15","Fc","Calculated data"
"EL","Land use indicators","8","Antigua and Barbuda","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","44.44","Fc","Calculated data"
"EL","Land use indicators","8","Antigua and Barbuda","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","11.11","Fc","Calculated data"
"EL","Land use indicators","8","Antigua and Barbuda","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","55.56","Fc","Calculated data"
"EL","Land use indicators","8","Antigua and Barbuda","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","44.44","Fc","Calculated data"
"EL","Land use indicators","8","Antigua and Barbuda","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","4.22","Fc","Calculated data"
"EL","Land use indicators","9","Argentina","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","26.35","Fc","Calculated data"
"EL","Land use indicators","9","Argentina","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","0.72","Fc","Calculated data"
"EL","Land use indicators","9","Argentina","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","27.07","Fc","Calculated data"
"EL","Land use indicators","9","Argentina","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","72.93","Fc","Calculated data"
"EL","Land use indicators","9","Argentina","7208","Share in Agricultural land","6611","Agriculture area actually irrigated","2018","2018","%","0.94","Fc","Calculated data"
"EL","Land use indicators","9","Argentina","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","1.59","Fc","Calculated data"
"EL","Land use indicators","9","Argentina","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","2.43","Fc","Calculated data"
"EL","Land use indicators","1","Armenia","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","26.57","Fc","Calculated data"
"EL","Land use indicators","1","Armenia","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","3.52","Fc","Calculated data"
"EL","Land use indicators","1","Armenia","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","30.09","Fc","Calculated data"
"EL","Land use indicators","1","Armenia","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","69.91","Fc","Calculated data"
"EL","Land use indicators","1","Armenia","7208","Share in Agricultural land","6611","Agriculture area actually irrigated","2018","2018","%","9.24","Fc","Calculated data"
"EL","Land use indicators","1","Armenia","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","12.42","Fc","Calculated data"
"EL","Land use indicators","1","Armenia","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.04","Fc","Calculated data"
"EL","Land use indicators","22","Aruba","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","100","Fc","Calculated data"
"EL","Land use indicators","22","Aruba","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","100","Fc","Calculated data"
"EL","Land use indicators","10","Australia","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","8.63","Fc","Calculated data"
"EL","Land use indicators","10","Australia","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","0.09","Fc","Calculated data"
"EL","Land use indicators","10","Australia","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","8.72","Fc","Calculated data"
"EL","Land use indicators","10","Australia","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","91.28","Fc","Calculated data"
"EL","Land use indicators","10","Australia","7208","Share in Agricultural land","6611","Agriculture area actually irrigated","2018","2018","%","0.64","Fc","Calculated data"
"EL","Land use indicators","10","Australia","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.71","Fc","Calculated data"
"EL","Land use indicators","10","Australia","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","9.94","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","50.03","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","2.52","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","52.55","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","47.45","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","3.76","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","24.09","Fc","Calculated data"
"EL","Land use indicators","52","Azerbaijan","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","43.89","Fc","Calculated data"
"EL","Land use indicators","52","Azerbaijan","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","5.34","Fc","Calculated data"
"EL","Land use indicators","52","Azerbaijan","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","49.23","Fc","Calculated data"
"EL","Land use indicators","52","Azerbaijan","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","50.77","Fc","Calculated data"
"EL","Land use indicators","52","Azerbaijan","7208","Share in Agricultural land","6611","Agriculture area actually irrigated","2018","2018","%","29.99","Fc","Calculated data"
"EL","Land use indicators","52","Azerbaijan","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","30.33","Fc","Calculated data"
"EL","Land use indicators","52","Azerbaijan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.79","Fc","Calculated data"
"EL","Land use indicators","12","Bahamas","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","57.14","Fc","Calculated data"
"EL","Land use indicators","12","Bahamas","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","28.57","Fc","Calculated data"
"EL","Land use indicators","12","Bahamas","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","85.71","Fc","Calculated data"
"EL","Land use indicators","12","Bahamas","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","14.29","Fc","Calculated data"
"EL","Land use indicators","12","Bahamas","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","7.14","Fc","Calculated data"
"EL","Land use indicators","12","Bahamas","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.36","Fc","Calculated data"
"EL","Land use indicators","13","Bahrain","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","18.6","Fc","Calculated data"
"EL","Land use indicators","13","Bahrain","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","34.88","Fc","Calculated data"
"EL","Land use indicators","13","Bahrain","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","53.49","Fc","Calculated data"
"EL","Land use indicators","13","Bahrain","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","46.51","Fc","Calculated data"
"EL","Land use indicators","13","Bahrain","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","46.51","Fc","Calculated data"
"EL","Land use indicators","16","Bangladesh","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","84.46","Fc","Calculated data"
"EL","Land use indicators","16","Bangladesh","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","9.02","Fc","Calculated data"
"EL","Land use indicators","16","Bangladesh","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","93.48","Fc","Calculated data"
"EL","Land use indicators","16","Bangladesh","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","6.52","Fc","Calculated data"
"EL","Land use indicators","16","Bangladesh","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","60.31","Fc","Calculated data"
"EL","Land use indicators","16","Bangladesh","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.01","Fc","Calculated data"
"EL","Land use indicators","14","Barbados","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","70","Fc","Calculated data"
"EL","Land use indicators","14","Barbados","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","10","Fc","Calculated data"
"EL","Land use indicators","14","Barbados","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","80","Fc","Calculated data"
"EL","Land use indicators","14","Barbados","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","20","Fc","Calculated data"
"EL","Land use indicators","14","Barbados","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","54","Fc","Calculated data"
"EL","Land use indicators","57","Belarus","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","67.57","Fc","Calculated data"
"EL","Land use indicators","57","Belarus","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","1.31","Fc","Calculated data"
"EL","Land use indicators","57","Belarus","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","68.89","Fc","Calculated data"
"EL","Land use indicators","57","Belarus","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","31.11","Fc","Calculated data"
"EL","Land use indicators","57","Belarus","7208","Share in Agricultural land","6611","Agriculture area actually irrigated","2018","2018","%","0.36","Fc","Calculated data"
"EL","Land use indicators","57","Belarus","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.36","Fc","Calculated data"
"EL","Land use indicators","57","Belarus","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.02","Fc","Calculated data"
"EL","Land use indicators","255","Belgium","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","62.78","Fc","Calculated data"
"EL","Land use indicators","255","Belgium","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","1.77","Fc","Calculated data"
"EL","Land use indicators","255","Belgium","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","64.55","Fc","Calculated data"
"EL","Land use indicators","255","Belgium","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","35.45","Fc","Calculated data"
"EL","Land use indicators","255","Belgium","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","1.77","Fc","Calculated data"
"EL","Land use indicators","255","Belgium","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","6.57","Fc","Calculated data"
"EL","Land use indicators","23","Belize","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","52.33","Fc","Calculated data"
"EL","Land use indicators","23","Belize","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","18.6","Fc","Calculated data"
"EL","Land use indicators","23","Belize","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","70.93","Fc","Calculated data"
"EL","Land use indicators","23","Belize","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","29.07","Fc","Calculated data"
"EL","Land use indicators","23","Belize","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","2.03","Fc","Calculated data"
"EL","Land use indicators","23","Belize","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.13","Fc","Calculated data"
"EL","Land use indicators","53","Benin","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","70.89","Fc","Calculated data"
"EL","Land use indicators","53","Benin","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","15.19","Fc","Calculated data"
"EL","Land use indicators","53","Benin","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","86.08","Fc","Calculated data"
"EL","Land use indicators","53","Benin","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","13.92","Fc","Calculated data"
"EL","Land use indicators","53","Benin","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.58","Fc","Calculated data"
"EL","Land use indicators","53","Benin","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.42","Fc","Calculated data"
"EL","Land use indicators","17","Bermuda","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","100","Fc","Calculated data"
"EL","Land use indicators","17","Bermuda","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","100","Fc","Calculated data"
"EL","Land use indicators","18","Bhutan","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","18.32","Fc","Calculated data"
"EL","Land use indicators","18","Bhutan","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","1.17","Fc","Calculated data"
"EL","Land use indicators","18","Bhutan","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","19.49","Fc","Calculated data"
"EL","Land use indicators","18","Bhutan","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","80.51","Fc","Calculated data"
"EL","Land use indicators","18","Bhutan","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","6.43","Fc","Calculated data"
"EL","Land use indicators","18","Bhutan","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","1.29","Fc","Calculated data"
"EL","Land use indicators","19","Bolivia (Plurinational State of)","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","11.87","Fc","Calculated data"
"EL","Land use indicators","19","Bolivia (Plurinational State of)","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","0.65","Fc","Calculated data"
"EL","Land use indicators","19","Bolivia (Plurinational State of)","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","12.53","Fc","Calculated data"
"EL","Land use indicators","19","Bolivia (Plurinational State of)","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","87.47","Fc","Calculated data"
"EL","Land use indicators","19","Bolivia (Plurinational State of)","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.8","Fc","Calculated data"
"EL","Land use indicators","19","Bolivia (Plurinational State of)","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.3","Fc","Calculated data"
"EL","Land use indicators","80","Bosnia and Herzegovina","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","46.54","Fc","Calculated data"
"EL","Land use indicators","80","Bosnia and Herzegovina","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","4.52","Fc","Calculated data"
"EL","Land use indicators","80","Bosnia and Herzegovina","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","51.06","Fc","Calculated data"
"EL","Land use indicators","80","Bosnia and Herzegovina","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","48.94","Fc","Calculated data"
"EL","Land use indicators","80","Bosnia and Herzegovina","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.14","Fc","Calculated data"
"EL","Land use indicators","80","Bosnia and Herzegovina","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.04","Fc","Calculated data"
"EL","Land use indicators","20","Botswana","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","1","Fc","Calculated data"
"EL","Land use indicators","20","Botswana","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","0.01","Fc","Calculated data"
"EL","Land use indicators","20","Botswana","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","1.01","Fc","Calculated data"
"EL","Land use indicators","20","Botswana","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","98.99","Fc","Calculated data"
"EL","Land use indicators","20","Botswana","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.01","Fc","Calculated data"
"EL","Land use indicators","21","Brazil","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","23.54","Fc","Calculated data"
"EL","Land use indicators","21","Brazil","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","3.27","Fc","Calculated data"
"EL","Land use indicators","21","Brazil","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","26.81","Fc","Calculated data"
"EL","Land use indicators","21","Brazil","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","73.19","Fc","Calculated data"
"EL","Land use indicators","21","Brazil","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","2.94","Fc","Calculated data"
"EL","Land use indicators","21","Brazil","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.5","Fc","Calculated data"
"EL","Land use indicators","239","British Virgin Islands","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","14.29","Fc","Calculated data"
"EL","Land use indicators","239","British Virgin Islands","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","14.29","Fc","Calculated data"
"EL","Land use indicators","239","British Virgin Islands","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","28.57","Fc","Calculated data"
"EL","Land use indicators","239","British Virgin Islands","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","71.43","Fc","Calculated data"
"EL","Land use indicators","26","Brunei Darussalam","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","34.72","Fc","Calculated data"
"EL","Land use indicators","26","Brunei Darussalam","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","41.67","Fc","Calculated data"
"EL","Land use indicators","26","Brunei Darussalam","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","76.39","Fc","Calculated data"
"EL","Land use indicators","26","Brunei Darussalam","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","23.61","Fc","Calculated data"
"EL","Land use indicators","26","Brunei Darussalam","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","6.94","Fc","Calculated data"
"EL","Land use indicators","27","Bulgaria","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","69.15","Fc","Calculated data"
"EL","Land use indicators","27","Bulgaria","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","3.04","Fc","Calculated data"
"EL","Land use indicators","27","Bulgaria","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","72.19","Fc","Calculated data"
"EL","Land use indicators","27","Bulgaria","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","27.81","Fc","Calculated data"
"EL","Land use indicators","27","Bulgaria","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","2.7","Fc","Calculated data"
"EL","Land use indicators","27","Bulgaria","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","2.56","Fc","Calculated data"
"EL","Land use indicators","233","Burkina Faso","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","49.59","Fc","Calculated data"
"EL","Land use indicators","233","Burkina Faso","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","0.83","Fc","Calculated data"
"EL","Land use indicators","233","Burkina Faso","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","50.41","Fc","Calculated data"
"EL","Land use indicators","233","Burkina Faso","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","49.59","Fc","Calculated data"
"EL","Land use indicators","233","Burkina Faso","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.45","Fc","Calculated data"
"EL","Land use indicators","233","Burkina Faso","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.47","Fc","Calculated data"
"EL","Land use indicators","29","Burundi","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","59.03","Fc","Calculated data"
"EL","Land use indicators","29","Burundi","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","17.22","Fc","Calculated data"
"EL","Land use indicators","29","Burundi","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","76.24","Fc","Calculated data"
"EL","Land use indicators","29","Burundi","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","23.76","Fc","Calculated data"
"EL","Land use indicators","29","Burundi","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","1.13","Fc","Calculated data"
"EL","Land use indicators","29","Burundi","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.01","Fc","Calculated data"
"EL","Land use indicators","35","Cabo Verde","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","63.29","Fc","Calculated data"
"EL","Land use indicators","35","Cabo Verde","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","5.06","Fc","Calculated data"
"EL","Land use indicators","35","Cabo Verde","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","68.35","Fc","Calculated data"
"EL","Land use indicators","35","Cabo Verde","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","31.65","Fc","Calculated data"
"EL","Land use indicators","35","Cabo Verde","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","4.62","Fc","Calculated data"
"EL","Land use indicators","35","Cabo Verde","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.63","Fc","Calculated data"
"EL","Land use indicators","115","Cambodia","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","70.27","Fc","Calculated data"
"EL","Land use indicators","115","Cambodia","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","2.78","Fc","Calculated data"
"EL","Land use indicators","115","Cambodia","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","73.05","Fc","Calculated data"
"EL","Land use indicators","115","Cambodia","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","26.95","Fc","Calculated data"
"EL","Land use indicators","115","Cambodia","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","6.36","Fc","Calculated data"
"EL","Land use indicators","115","Cambodia","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.49","Fc","Calculated data"
"EL","Land use indicators","32","Cameroon","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","63.59","Fc","Calculated data"
"EL","Land use indicators","32","Cameroon","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","15.9","Fc","Calculated data"
"EL","Land use indicators","32","Cameroon","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","79.49","Fc","Calculated data"
"EL","Land use indicators","32","Cameroon","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","20.51","Fc","Calculated data"
"EL","Land use indicators","32","Cameroon","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","0.3","Fc","Calculated data"
"EL","Land use indicators","32","Cameroon","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","0.01","Fc","Calculated data"
"EL","Land use indicators","33","Canada","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","66.47","Fc","Calculated data"
"EL","Land use indicators","33","Canada","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","0.29","Fc","Calculated data"
"EL","Land use indicators","33","Canada","7208","Share in Agricultural land","6620","Cropland","2018","2018","%","66.77","Fc","Calculated data"
"EL","Land use indicators","33","Canada","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","2018","2018","%","33.23","Fc","Calculated data"
"EL","Land use indicators","33","Canada","7208","Share in Agricultural land","6690","Land area equipped for irrigation","2018","2018","%","2.37","Fc","Calculated data"
"EL","Land use indicators","33","Canada","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","2.25","Fc","Calculated data"
"EL","Land use indicators","36","Cayman Islands","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","7.41","Fc","Calculated data"
"EL","Land use indicators","36","Cayman Islands","7208","Share in Agricultural land","6650","Land under permanent crops","2018","2018","%","18.52","Fc","Calculated data"
